first_day_in_week,last_day_in_week,MDPR_main_symb_weekly_mean_diff,LUMI.TA_weekly_mean_diff_0.39,ROTS.TA_weekly_mean_diff_0.39,MRIN.TA_weekly_mean_diff_0.4,MTRX.TA_weekly_mean_diff_0.4,SHOM.TA_weekly_mean_diff_0.45_INT_MNRV.TA_weekly_mean_diff_0.36_corr_0.75,ILDC.TA_weekly_mean_diff_0.41,ATRY.TA_weekly_mean_diff_0.42,AZRM.TA_weekly_mean_diff_0.39_INT_FIBIH.TA_weekly_mean_diff_0.48_corr_0.75,MLTM.TA_weekly_mean_diff_0.42,GLPL.TA_weekly_mean_diff_0.43,FIBI.TA_weekly_mean_diff_0.44,HLMS.TA_weekly_mean_diff_0.38_INT_OPAL.TA_weekly_mean_diff_0.49_corr_0.7,LEVI.TA_weekly_mean_diff_0.45,SHOM.TA_weekly_mean_diff_0.45,SHOM.TA_weekly_mean_diff_0.45_INT_OPAL.TA_weekly_mean_diff_0.49_corr_0.77,RLCO.TA_weekly_mean_diff_0.47,FIBIH.TA_weekly_mean_diff_0.48,ALRPR.TA_weekly_mean_diff_0.53_INT_MRIN.TA_weekly_mean_diff_0.4_corr_0.72,ATRY.TA_weekly_mean_diff_0.42_INT_ASGR.TA_weekly_mean_diff_0.39_corr_0.72,OPAL.TA_weekly_mean_diff_0.49,ALRPR.TA_weekly_mean_diff_0.53,MRIN.TA_weekly_mean_diff_0.4_INT_ZUR.TA_weekly_mean_diff_0.36_corr_0.72,OPAL.TA_weekly_mean_diff_0.49_INT_MRIN.TA_weekly_mean_diff_0.4_corr_0.74,ATRY.TA_weekly_mean_diff_0.42_INT_SHOM.TA_weekly_mean_diff_0.45_corr_0.72,ZUR.TA_weekly_mean_diff_0.36_INT_OPAL.TA_weekly_mean_diff_0.49_corr_0.71,ALRPR.TA_weekly_mean_diff_0.53_INT_OPAL.TA_weekly_mean_diff_0.49_corr_0.72,ZUR.TA_weekly_mean_diff_0.36_INT_MNRV.TA_weekly_mean_diff_0.36_corr_0.74,MNRV.TA_weekly_mean_diff_0.36_INT_OPAL.TA_weekly_mean_diff_0.49_corr_0.78,ZUR.TA_weekly_mean_diff_0.36_INT_ATRY.TA_weekly_mean_diff_0.42_corr_0.75
2019-11-10,2019-11-16,8.4199951171875,-9.0,-40.4,-3.44000244140625,117.6,-1495.9173291027626,-26.8,27.4,-281.599609375,312.0,-4.3800048828125,42.6,-2.4472010009735925,48.0,5.4199951171875,4.986402124017476,-2.6,80.0,185.7601318359375,-52.059999999999995,0.920001220703125,-54.0,-24.768017578125,-3.16480644531548,148.5078662109375,6.6240087890625,-49.68006591796875,-1987.1982421875107,-253.9201123043908,197.28
2019-11-17,2019-11-23,5.9800048828125,-14.8,-2.0,2.8199951171875,45.2,1242.80126953125,42.2,74.0,40.0798828125,1104.0,4.32000732421875,-8.4,-1.6512055175751152,-58.0,4.7800048828125,12.332406762689352,19.2,12.0,146.63974609375,-309.320361328125,2.579998779296875,52.0,-24.2519580078125,7.275583959966898,353.720361328125,-22.187989501953123,134.1599365234375,-2236.0,670.7996826171875,-636.4
2019-11-24,2019-11-30,2.0800048828125,7.2,52.2,-4.3,-104.2,791.9970703125,-1.8,7.4,629.28017578125,52.0,9.2199951171875,139.8,3.962409936524922,132.0,-6.0,-3.1200073242187503,17.0,72.0,-567.6,20.86805419921875,0.520001220703125,132.0,-45.58,-2.2360052490234374,-44.400000000000006,5.512012939453125,68.64016113281251,-1399.19482421875,-68.63990722596645,78.44
2019-12-01,2019-12-07,7.07999267578125,-21.8,27.0,2.24000244140625,43.8,1283.1653173863804,7.6,48.6,189.279931640625,-182.0,-12.9,-32.0,-1.8923911377042721,56.0,-5.7800048828125,-6.589184399396247,14.2,-28.0,22.4000244140625,-210.92411865234376,1.1399963378906364,10.0,-12.544013671874998,2.5535945800692095,-280.90823730468753,-6.383979492187564,11.399963378906364,1243.2041015624918,-253.08002196997492,-272.15999999999997
2019-12-08,2019-12-14,1.82000732421875,7.6,83.4,2.12000732421875,49.4,-275.40124511718005,60.8,45.4,-158.6,32.0,16.94000244140625,-22.0,-2.0199951171875115,166.0,-5.1,10.301975097656308,5.8,-26.0,42.400146484375,211.56388916015624,-2.0199951171875115,20.0,45.792158203125,-4.282404443323636,-231.53999999999996,-43.63189453125025,-40.39990234375023,1166.4052734374686,-109.08022949099308,980.64
2019-12-15,2019-12-21,-0.92000732421875,0.8,-26.2,0.6,-26.0,7017.2012939453125,60.4,-54.2,-190.4,116.0,-0.54000244140625,-72.0,-4.07479960937053,124.0,13.24000244140625,44.22155966795981,-0.2,-56.0,40.8,39.0237353515625,3.339996337890625,68.0,0.6,2.003997802734375,-717.6081323242188,3.339996337890625,227.1197509765625,530.0,1770.1980590820312,-54.2
2019-12-22,2019-12-28,-2.74000244140625,7.6,-14.8,1.67999267578125,29.0,-1486.7228710949366,42.6,36.0,-12.639990234375,152.0,-2.1,14.0,-1.9760015869140626,-68.0,3.6800048828125,5.59361191406846,-45.0,-2.0,-70.5596923828125,125.279736328125,1.520001220703125,-42.0,-0.6719970703125,2.5535909179598093,132.48017578124998,-0.6080004882812501,-63.84005126953125,161.60009765624943,-614.0808642581082,-14.4
2019-12-29,2020-01-04,-4.5,12.0,29.2,6.74000244140625,77.2,8504.317792966944,2.8,104.4,-14.080078125,408.0,0.35999755859375,-12.0,-22.343988037109376,106.0,12.07999267578125,59.19196411132813,-5.4,-16.0,404.400146484375,565.8487646484375,4.9,60.0,49.87601806640625,33.02601196289063,1261.1512353515627,36.260000000000005,294.0,5209.601806640614,3449.6011962890557,772.5600000000001
2020-01-05,2020-01-11,0.5,-13.8,34.0,34.74000244140625,-11.0,-3725.9887695312536,66.0,37.2,-93.23996582031249,220.0,3.0800048828125,2.0,30.23997802734375,104.0,23.00000000000002,207.0000000000002,28.6,-14.0,1528.5601074218748,-6.696181640625,9.0,44.0,-368.2440258789062,312.66002197265624,855.6000000000008,-95.39999999999999,396.0,1717.19482421875,-1457.99560546875,-394.32
2020-01-12,2020-01-18,-0.5,-6.4,12.4,16.040002441406227,106.6,-2878.3095166087373,-1.2,22.8,-81.12001953125,-78.0,1.6199951171875,-54.0,-2.1244032226502747,-26.0,-10.739990234375023,10.095617040991684,2.2,-8.0,6704.721020507803,33.744111328125,-0.9400024414062387,418.0,-67.36801025390615,-15.077641455083882,-244.87177734375052,3.9480102539062027,-392.9210205078078,-1125.5969238281314,-251.9199658185227,-95.76
2020-01-19,2020-01-25,-5.65999755859375,11.8,32.6,1.3799926757812728,3.4,89.04005371034268,-46.0,13.8,-225.0,1782.0,-0.67999267578125,24.0,-0.2495967773348184,-38.0,-0.84000244140625,0.20159750975669385,-29.2,-30.0,-115.91938476562692,-32.844067382812504,-0.23999633789063637,-84.0,20.42389160156284,-0.3311931885034058,-11.59203369140625,-3.5519458007814184,20.159692382813457,-1568.7963867187716,25.439553223551872,204.24
2020-01-26,2020-02-01,-4.35999755859375,-3.4,-17.0,-18.15999755859375,-101.2,-574.600830078125,11.2,-94.0,2.159912109375,-566.0,-5.82000732421875,-41.2,5.6771936767548326,-100.0,-3.3800048828125,11.559620825201273,-8.2,-36.0,3995.1994628906255,601.6,-3.420001220703125,-220.0,21.7919970703125,62.1072138183564,317.720458984375,4.10400146484375,752.4002685546875,-204.0,-581.4002075195312,112.8
2020-02-02,2020-02-08,8.7199951171875,-3.2,15.4,16.8,-70.4,-10277.801635742188,136.4,20.0,3132.2396972656247,604.0,10.32000732421875,35.6,-8.046403955072122,174.0,15.34000244140625,-32.82764267578704,30.0,124.0,-1041.6000000000001,92.800048828125,-2.1400024414062386,-62.0,-215.04000000000002,-35.95204101562481,306.800048828125,27.392031249999857,132.6801513671868,8576.0,1433.8016357421798,-256.0
2020-02-09,2020-02-15,-0.85999755859375,-10.6,-27.2,22.2,-1.0,-3781.59716796875,52.4,-37.6,1414.319189453129,-400.0,-5.860009765625,-44.4,2.293608251959075,-94.0,-6.5199951171875,-15.908804003894256,9.6,-166.0,-666.0,143.63181640625,2.4400024414062385,-30.0,395.16,54.16805419921849,245.15181640625002,43.43204345703105,-73.20007324218716,10324.0,1415.2014160156184,-669.2800000000001
2020-02-16,2020-02-22,-4.0199951171875,-6.2,15.4,17.6,18.4,18161.743686527014,2.6,19.8,138.31972656250127,-236.0,0.04000244140625,32.0,-2.5824256835877284,218.0,19.27999267578125,103.72633706055582,-3.6,28.0,2921.6000000000004,62.171806640625,5.379998779296875,166.0,176.0,94.687978515625,381.74385498046877,53.79998779296875,893.0797973632812,9419.9951171875,5067.956223145127,198.0
2020-02-23,2020-02-29,-6.475006103515625,-25.4,-62.4,-38.9,-108.0,11342.39501953125,-104.0,-171.4,2578.799316406253,-1396.0,-9.25999755859375,-88.8,32.48,-426.0,-20.4,57.11999999999999,-64.0,-140.0,17038.2,2577.854326171875,-2.8,-438.0,1400.3999999999999,108.91999999999999,3496.56,100.8,1226.3999999999999,20015.9912109375,1556.79931640625,6170.400000000001
2020-03-01,2020-03-07,-34.02499389648437,-41.5,-117.0,-28.125,-163.25,64821.095420839265,-97.0,-143.25,5958.954963684082,-1357.5,-11.350006103515625,-151.5,182.2186851501468,-472.5,-40.44999694824219,859.5624351501465,-59.0,-210.75,25031.25,3452.3258743286133,-21.25,-890.0,1617.1875,597.65625,5794.462062835693,1221.875,18912.5,92143.71490478516,34053.1120300293,8236.875
2020-03-08,2020-03-14,-13.060003662109375,-70.0,-134.25,-75.875,-328.0,229483.41863250826,-436.75,-482.5,34215.615463256836,-3262.5,-43.274993896484375,-362.5,1001.9249534606936,-1332.5,-62.275001525878906,1899.3875465393062,-85.25,-485.5,76102.625,15078.125,-30.499999999999993,-1003.0,8511.278356552124,2314.1874999999995,30047.688236236572,3421.3375930786124,30591.499999999993,413364.9547119159,112392.51861572263,54124.438972473145
2020-03-15,2020-03-21,6.9799987792968885,-6.0,-28.0,-13.35999755859375,127.0,3104.3174633793533,-144.2,-44.8,-1698.008549804685,-80.0,-6.979998779296875,170.0,117.7024150634742,-124.0,-2.179998779296875,30.258380395509313,-35.2,225.2,435.5359204101563,574.3360546875,-13.87999877929688,-32.6,234.60152451172473,185.43674980469055,97.66394531249999,243.73274467773743,452.4879602050783,25005.43009277433,19765.11317871139,786.6878906249999
2020-03-22,2020-03-28,8.3,21.2,62.0,14.4,95.6,73545.5908203125,152.4,108.8,2159.920141601561,1470.0,16.279998779296875,10.0,112.01118616943248,618.0,37.6,412.09602294921876,93.8,116.0,5425.92,1068.4161328124999,10.960000610351562,376.8,216.86396484375,157.8240087890625,4090.88,165.05758243408053,4129.728229980468,29457.35154785216,21437.758518066257,1638.527734375
2020-03-29,2020-04-04,0.6666666666666666,-1.8,23.6,22.65999755859375,77.4,-1571.362167969346,94.8,129.0,656.3360620117187,1488.0,12.540002441406227,-7.6,59.363982238769644,342.0,-6.44000244140625,-39.41280314940967,-7.2,50.8,4173.9715502929685,2451.0,6.119998168945324,184.2,232.0384303222597,138.67914356689928,-830.7603149414062,62.6687961914019,1127.3036627197287,2498.563095703721,1493.2810473628372,1320.9603149414063
2020-04-05,2020-04-11,4.233337402343731,-6.666666666666667,58.333333333333336,38.333333333333336,93.0,17013.32736545139,155.0,151.66666666666666,2068.8888888888887,553.3333333333334,21.900004069010453,80.33333333333333,-7.857794325074323,-240.0,11.599995930989584,26.293394910999254,20.0,65.33333333333333,-4702.222222222223,2254.7765435112847,2.266672770182273,-122.66666666666667,1328.888888888889,86.88912285698713,1759.3327162000867,78.57798936631879,-278.0451931423588,50844.444444444445,3324.4533962673336,5257.777777777777
2020-04-12,2020-04-18,-5.3,-15.0,40.666666666666664,-5.0,2.6666666666666665,8083.330790201823,-100.33333333333333,-46.0,2485.0206705729165,-1210.0,6.29998779296875,-127.66666666666667,1.288918389214318,43.333333333333336,12.5,-3.333409627278409,-43.666666666666664,-190.66666666666666,1425.0,461.532958984375,-0.2666727701822727,-285.0,103.16670735677084,1.3333638509113634,-575.0,5.502350328282787,76.00173950194772,-13342.889953611628,-172.44833712982236,949.1337076822917
2020-04-19,2020-04-25,9.133331298828123,12.6,15.2,17.0,86.8,4818.163354492187,-63.6,48.2,303.3235400390625,896.0,9.14000244140625,72.4,-0.03320209961384512,-224.0,10.52000732421875,17.46325068362045,36.2,94.2,615.4000000000001,-335.47188232421877,1.6600036621093637,36.2,53.380041503906256,28.220062255859183,507.06435302734377,5.212415551766718,60.09213256835897,1438.1211181640626,760.2816772460885,151.34811767578125
2020-04-26,2020-05-02,-7.0200012207031115,1.3333333333333333,63.0,25.400004069010418,33.0,5697.9974365234375,-80.0,154.33333333333334,2885.555555555556,880.0,-4.400004069010417,91.33333333333333,95.85328626839652,316.6666666666667,27.133321126302082,164.60864922424986,-33.666666666666664,163.33333333333334,8229.601318359375,3153.543816460504,6.066660563151042,324.0,1369.9067827690806,154.0932029893415,4187.575893825955,327.1952016873078,1965.5980224609375,11325.999145507812,1273.9987182617188,8323.71048312717
2020-05-03,2020-05-09,-1.8,4.2,-54.8,-4.04000244140625,-77.0,1807.11904296875,17.8,-23.6,1991.2,380.0,-6.25999755859375,-31.0,-15.171603124998509,-394.0,-9.2199951171875,-49.60356247559189,-16.8,-104.8,768.4084643554686,179.36,5.379998779296875,-190.2,-17.29123017579317,-21.735208203122017,217.591884765625,23.026421044915914,-1023.2757678222655,-838.8809570312501,-1054.4797607421874,-101.00811523437501
2020-05-10,2020-05-16,4.940002441406239,-39.8,-7.2,-15.5800048828125,-20.2,15085.443164062499,-77.8,-187.6,692.58,0.0,-4.0,-136.2,27.946391748040913,186.0,-23.2800048828125,179.72152402341365,-21.8,-135.8,3913.6972265624995,998.031083984375,-7.7199951171875,-251.2,363.9488760253787,120.27756162106989,4367.328916015625,180.33906708985566,1939.2627734374998,15137.27841796875,5002.5568359375,4382.335541992187
2020-05-17,2020-05-23,2.3499984741210938,22.4,-44.0,18.42000732421875,128.2,8004.0,17.8,44.6,698.6158471679687,472.0,6.5800048828125,40.0,-0.26,-28.0,13.8,-2.7600000000000002,18.0,62.6,1499.3885961914066,119.52767333984376,-0.2,81.4,412.6081640625,-3.6840014648437505,615.48,-4.4799999999999995,-16.28,12992.0,-116.0,999.04
2020-05-24,2020-05-30,-6.239996337890625,7.75,-20.75,-0.475006103515625,208.5,3535.6822204589844,-17.5,11.25,230.12489318847656,-692.5,-13.100006103515625,-14.0,18.506246566772493,210.0,-8.17498779296875,18.393722534179688,39.0,-17.5,-0.0,-73.96871566772461,-2.25,0.0,9.226995010394603,1.0687637329101562,-91.96861267089844,43.70625686645508,-0.0,8401.313819885254,973.125,-218.5312843322754
2020-05-31,2020-06-06,14.54999542236328,13.6,4.4,9.4,-36.8,-206.0791015625,11.2,168.2,390.43212158203124,384.0,0.3800048828125,-52.8,1.2511939208954626,268.0,1.1199951171875,0.5151950195431709,-22.8,-49.8,-150.4,555.06,0.45999755859375,-16.0,-135.17204589843752,4.3239770507812505,188.3831787109375,-6.614767138659954,-7.3599609375,2645.9208984375,-84.63955078125001,-2418.7168212890624
2020-06-07,2020-06-13,2.620001220703125,10.0,2.5,20.925003051757812,59.5,-115.24993896484375,11.0,-16.75,-93.26252746582031,-325.0,-1.975006103515625,25.0,-1.0931285476544872,-72.5,-11.524993896484375,-15.270581741351634,18.25,-4.5,3792.6568031311035,166.66244888305712,1.3249969482421875,181.25,-243.77615783689544,27.72556518553756,193.04364776611328,-15.436206359881908,240.15569686889648,-116.49993896484375,13.249969482421875,195.13739776611328
2020-06-14,2020-06-20,-5.240002441406238,-18.6,28.0,11.2,50.0,44.640454101562504,-26.0,-5.2,-107.78392089843751,960.0,0.5199951171875,3.2,10.939201123043894,-520.0,-0.72000732421875,3.7152360351383686,-12.2,-10.8,1236.48,27.56,-5.15999755859375,110.4,-203.6160546875,-57.79197265624999,3.7440380859375004,93.80878081053496,-569.66373046875,1127.1603027343751,319.9198486328125,94.53602539062501
2020-06-21,2020-06-27,1.0600055694579964,-16.0,19.0,-8.4,-103.0,211.2799072265625,-13.2,-9.8,1292.44,-588.0,4.660009765625,-33.6,0.4927872802690064,-138.0,-5.55999755859375,19.571198193356363,-9.4,-81.8,918.96,122.89202392578103,-3.5200012207031195,-109.4,133.56,29.568010253906206,54.48797607421876,55.968019409179604,385.0881335449213,604.2,133.76004638671853,155.82000000000002
2020-06-28,2020-07-04,-4.5600055694579975,9.999987792968795,-17.799984741210938,-3.6,-2.6,574.9986534117255,-57.999989318847746,50.6,1347.072362182625,-1012.0,-6.660006713867165,88.19998779296876,5.330008850098056,-352.0,11.500001144409179,-47.150006885528775,3.4000152587890624,76.80001831054688,253.43975830078125,-214.54385330200196,-4.100000190734863,-70.39993286132812,-11.808024444580159,14.760000686645508,581.9000579071045,-13.448028465272383,288.6397381591669,163.99993911660388,-204.99950904843863,165.96834358215446
2020-07-05,2020-07-11,0.4,-14.399987792968796,-19.600015258789064,-3.75999755859375,20.0,2150.398933105031,-42.40001068115225,-148.6,2994.815423873774,-1072.0,-1.4799957275390851,-93.79998779296875,8.816391702270897,-94.0,-13.440003585815429,21.23518669585683,1.7999847412109375,-141.80001831054688,81.9681992185861,1004.5364308166503,-1.5799985885620174,-21.800067138671874,37.67516434937259,5.940790835574757,1997.1845328521727,15.831581156162741,34.44407530965878,1603.198300781617,252.79958129900132,1488.9715578460728
2020-07-12,2020-07-18,1.4800048828124883,3.6,71.4,-6.24000244140625,42.0,662.6436767578125,27.6,135.2,927.1718115234374,236.0,0.27999267578125,-9.8,3.469195690918744,298.0,1.32000732421875,1.5576070312410668,6.6,38.6,-19.9680078125,1692.7041650390624,1.1799987792968807,3.2,2.7456163085998524,-7.36319526366893,178.464990234375,-0.5192023437470491,3.7759960937500185,-220.88122558594893,592.3593872070342,-59.48833007812807
2020-07-19,2020-07-25,-0.6750030517578125,-13.0,-13.0,14.6,58.0,-1330.5584960937501,-28.6,-1.6,982.6883203124999,-240.0,-0.25999755859375,-42.2,0.5487977783195436,6.0,8.639990234375,16.93438613280649,1.0,-65.6,-37.96,5.407998046875001,1.9600006103515568,-2.6,120.88789306640658,28.616008911132727,-13.823984375000002,16.228790698237713,-5.096001586914048,-1275.118872070316,-301.84009399413975,-13.247988281250038
2020-07-26,2020-08-01,,-4.0,-5.25,9.0,157.75,3325.0,-10.5,-81.25,-396.6746063232422,797.5,4.5500030517578125,85.0,-0.7799973678484176,445.0,-4.75,-4.631260871887173,-11.75,64.5,-1107.0,611.4063739776611,0.9750022888183523,-123.0,-14.174972534179432,8.77502059936517,385.9375,-1.535625629418025,-119.92528152465732,1102.4978637695112,-682.5016021728466,127.96850204467543
